"FirstName","MiddleName","LastName","Suffix","TOTAL_VOTES","Party","WriteInVote","LOCALITY_CODE","LocalityName","PrecinctName","Jurisdiction","OfficeTitle","DistrictType","ElectionType","ELECTION_DATE","ElectionName"
"SHARON","PARSONS","OLIVER","","30","Independent","0","045","CRAIG COUNTY","403 - CRAIG SPRINGS","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"SONJA","CARROLL","JONES","","18","Independent","0","045","CRAIG COUNTY","403 - CRAIG SPRINGS","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"WILLIAM","EDWARD","FRAZIER","","7","Independent","0","045","CRAIG COUNTY","403 - CRAIG SPRINGS","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"BETTY","HARLESS","WOLFE","","7","Independent","0","045","CRAIG COUNTY","404 - FORKS OF JOHNS CREEK","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"DANIELLE","HUFFMAN","SNIDER","","0","Independent","0","045","CRAIG COUNTY","404 - FORKS OF JOHNS CREEK","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","30","Democrat","0","045","CRAIG COUNTY","404 - FORKS OF JOHNS CREEK","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","28","Republican","0","045","CRAIG COUNTY","404 - FORKS OF JOHNS CREEK","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","1","Independent","0","045","CRAIG COUNTY","404 - FORKS OF JOHNS CREEK","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"LISA","BRADFIELD","CAMPBELL","","0","Independent","0","045","CRAIG COUNTY","404 - FORKS OF JOHNS CREEK","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"LLOYD","TREVOR Nelson","CRADDOCK","","11","Independent","0","045","CRAIG COUNTY","404 - FORKS OF JOHNS CREEK","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"SHARON","KAYE","BRADEN","","15","Independent","0","045","CRAIG COUNTY","404 - FORKS OF JOHNS CREEK","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"SHARON","PARSONS","OLIVER","","5","Independent","0","045","CRAIG COUNTY","404 - FORKS OF JOHNS CREEK","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"SONJA","CARROLL","JONES","","7","Independent","0","045","CRAIG COUNTY","404 - FORKS OF JOHNS CREEK","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"WILLIAM","EDWARD","FRAZIER","","14","Independent","0","045","CRAIG COUNTY","404 - FORKS OF JOHNS CREEK","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","045","CRAIG COUNTY","501 - CRAIG CITY","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"BETTY","HARLESS","WOLFE","","31","Independent","0","045","CRAIG COUNTY","501 - CRAIG CITY","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"DANIELLE","HUFFMAN","SNIDER","","67","Independent","0","045","CRAIG COUNTY","501 - CRAIG CITY","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","190","Democrat","0","045","CRAIG COUNTY","501 - CRAIG CITY","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","216","Republican","0","045","CRAIG COUNTY","501 - CRAIG CITY","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","13","Independent","0","045","CRAIG COUNTY","501 - CRAIG CITY","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"LISA","BRADFIELD","CAMPBELL","","11","Independent","0","045","CRAIG COUNTY","501 - CRAIG CITY","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"LLOYD","TREVOR Nelson","CRADDOCK","","99","Independent","0","045","CRAIG COUNTY","501 - CRAIG CITY","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"SHARON","KAYE","BRADEN","","55","Independent","0","045","CRAIG COUNTY","501 - CRAIG CITY","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"SHARON","PARSONS","OLIVER","","132","Independent","0","045","CRAIG COUNTY","501 - CRAIG CITY","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"SONJA","CARROLL","JONES","","12","Independent","0","045","CRAIG COUNTY","501 - CRAIG CITY","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"WILLIAM","EDWARD","FRAZIER","","19","Independent","0","045","CRAIG COUNTY","501 - CRAIG CITY","CRAIG COUNTY","Clerk of Court","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","047","CULPEPER COUNTY"," # AB - Central Absentee Precinct","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","047","CULPEPER COUNTY"," # AB - Central Absentee Precinct","CULPEPER","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","304","Republican","0","047","CULPEPER COUNTY"," # AB - Central Absentee Precinct","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","20","Independent Green","0","047","CULPEPER COUNTY"," # AB - Central Absentee Precinct","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FRANK","","REAVES","Jr.","91","Independent","0","047","CULPEPER COUNTY"," # AB - Central Absentee Precinct","CULPEPER","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","102","Democrat","0","047","CULPEPER COUNTY"," # AB - Central Absentee Precinct","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","5","Republican","0","047","CULPEPER COUNTY"," ## Provisional","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FRANK","","REAVES","Jr.","1","Independent","0","047","CULPEPER COUNTY"," ## Provisional","CULPEPER","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","3","Democrat","0","047","CULPEPER COUNTY"," ## Provisional","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","3","","1","047","CULPEPER COUNTY","101 - WEST FAIRFAX","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","37","","1","047","CULPEPER COUNTY","101 - WEST FAIRFAX","CULPEPER","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","936","Republican","0","047","CULPEPER COUNTY","101 - WEST FAIRFAX","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","56","Independent Green","0","047","CULPEPER COUNTY","101 - WEST FAIRFAX","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FRANK","","REAVES","Jr.","1327","Independent","0","047","CULPEPER COUNTY","101 - WEST FAIRFAX","CULPEPER","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","589","Democrat","0","047","CULPEPER COUNTY","101 - WEST FAIRFAX","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","047","CULPEPER COUNTY","201 - EAST FAIRFAX","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","18","","1","047","CULPEPER COUNTY","201 - EAST FAIRFAX","CULPEPER","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","480","Republican","0","047","CULPEPER COUNTY","201 - EAST FAIRFAX","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","44","Independent Green","0","047","CULPEPER COUNTY","201 - EAST FAIRFAX","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FRANK","","REAVES","Jr.","744","Independent","0","047","CULPEPER COUNTY","201 - EAST FAIRFAX","CULPEPER","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","363","Democrat","0","047","CULPEPER COUNTY","201 - EAST FAIRFAX","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","6","","1","047","CULPEPER COUNTY","302 - EGGBORNSVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","425","Republican","0","047","CULPEPER COUNTY","302 - EGGBORNSVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","18","Independent Green","0","047","CULPEPER COUNTY","302 - EGGBORNSVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","125","Democrat","0","047","CULPEPER COUNTY","302 - EGGBORNSVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","047","CULPEPER COUNTY","303 - CARDOVA","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","402","Republican","0","047","CULPEPER COUNTY","303 - CARDOVA","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","25","Independent Green","0","047","CULPEPER COUNTY","303 - CARDOVA","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","160","Democrat","0","047","CULPEPER COUNTY","303 - CARDOVA","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","047","CULPEPER COUNTY","401 - ELDORADO","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","374","Republican","0","047","CULPEPER COUNTY","401 - ELDORADO","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","24","Independent Green","0","047","CULPEPER COUNTY","401 - ELDORADO","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","189","Democrat","0","047","CULPEPER COUNTY","401 - ELDORADO","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","047","CULPEPER COUNTY","402 - BROWNS STORE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","760","Republican","0","047","CULPEPER COUNTY","402 - BROWNS STORE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","51","Independent Green","0","047","CULPEPER COUNTY","402 - BROWNS STORE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","314","Democrat","0","047","CULPEPER COUNTY","402 - BROWNS STORE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","047","CULPEPER COUNTY","501 - JEFFERSONTON","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","1052","Republican","0","047","CULPEPER COUNTY","501 - JEFFERSONTON","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","53","Independent Green","0","047","CULPEPER COUNTY","501 - JEFFERSONTON","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","362","Democrat","0","047","CULPEPER COUNTY","501 - JEFFERSONTON","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","047","CULPEPER COUNTY","502 - RIXEYVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","301","Republican","0","047","CULPEPER COUNTY","502 - RIXEYVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","15","Independent Green","0","047","CULPEPER COUNTY","502 - RIXEYVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","86","Democrat","0","047","CULPEPER COUNTY","502 - RIXEYVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","047","CULPEPER COUNTY","601 - MITCHELLS","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","142","Republican","0","047","CULPEPER COUNTY","601 - MITCHELLS","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","4","Independent Green","0","047","CULPEPER COUNTY","601 - MITCHELLS","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","44","Democrat","0","047","CULPEPER COUNTY","601 - MITCHELLS","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","047","CULPEPER COUNTY","602 - PEARL SAMPLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","669","Republican","0","047","CULPEPER COUNTY","602 - PEARL SAMPLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","43","Independent Green","0","047","CULPEPER COUNTY","602 - PEARL SAMPLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","270","Democrat","0","047","CULPEPER COUNTY","602 - PEARL SAMPLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","047","CULPEPER COUNTY","702 - BRANDY STATION","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","599","Republican","0","047","CULPEPER COUNTY","702 - BRANDY STATION","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","39","Independent Green","0","047","CULPEPER COUNTY","702 - BRANDY STATION","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","198","Democrat","0","047","CULPEPER COUNTY","702 - BRANDY STATION","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","047","CULPEPER COUNTY","703 - LIGNUM","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","283","Republican","0","047","CULPEPER COUNTY","703 - LIGNUM","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","15","Independent Green","0","047","CULPEPER COUNTY","703 - LIGNUM","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","106","Democrat","0","047","CULPEPER COUNTY","703 - LIGNUM","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","047","CULPEPER COUNTY","704 - RICHARDSVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ERIC","IVAN","CANTOR","","165","Republican","0","047","CULPEPER COUNTY","704 - RICHARDSVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FLOYD","CARLTON","BAYNE","","14","Independent Green","0","047","CULPEPER COUNTY","704 - RICHARDSVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"RICKARD","ELIAN","WAUGH","Jr.","46","Democrat","0","047","CULPEPER COUNTY","704 - RICHARDSVILLE","07","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","4","Independent","0","049","CUMBERLAND COUNTY"," # AB - Central Absentee Precinct","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","75","Republican","0","049","CUMBERLAND COUNTY"," # AB - Central Absentee Precinct","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","43","Democrat","0","049","CUMBERLAND COUNTY"," # AB - Central Absentee Precinct","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","1","Democrat","0","049","CUMBERLAND COUNTY"," ## Provisional","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","24","Independent","0","049","CUMBERLAND COUNTY","101 - PRECINCT 1","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","355","Republican","0","049","CUMBERLAND COUNTY","101 - PRECINCT 1","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","254","Democrat","0","049","CUMBERLAND COUNTY","101 - PRECINCT 1","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","27","Independent","0","049","CUMBERLAND COUNTY","201 - PRECINCT 2","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","355","Republican","0","049","CUMBERLAND COUNTY","201 - PRECINCT 2","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","284","Democrat","0","049","CUMBERLAND COUNTY","201 - PRECINCT 2","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","049","CUMBERLAND COUNTY","301 - ELECTION DISTRICT 3 PRECINCT","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","14","Independent","0","049","CUMBERLAND COUNTY","301 - ELECTION DISTRICT 3 PRECINCT","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","210","Republican","0","049","CUMBERLAND COUNTY","301 - ELECTION DISTRICT 3 PRECINCT","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","420","Democrat","0","049","CUMBERLAND COUNTY","301 - ELECTION DISTRICT 3 PRECINCT","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","049","CUMBERLAND COUNTY","401 - PRECINCT 4","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","20","Independent","0","049","CUMBERLAND COUNTY","401 - PRECINCT 4","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","324","Republican","0","049","CUMBERLAND COUNTY","401 - PRECINCT 4","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","259","Democrat","0","049","CUMBERLAND COUNTY","401 - PRECINCT 4","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","8","Independent","0","049","CUMBERLAND COUNTY","501 - PRECINCT 5","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","338","Republican","0","049","CUMBERLAND COUNTY","501 - PRECINCT 5","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","300","Democrat","0","049","CUMBERLAND COUNTY","501 - PRECINCT 5","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"BARRY","LEE","WHITT","","2","Independent","0","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"DANIEL","JAYNES","JARSTFER","","0","Independent","0","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"DENNIS","EDWARD","REEDY","","0","Independent","0","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","211","Democrat","0","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","170","Republican","0","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","CLAUDE","OWENS","","1","Independent","0","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","192","Democrat","0","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","1","Independent","0","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","177","Republican","0","051","DICKENSON COUNTY"," # AB - Central Absentee Precinct","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY"," ## Provisional","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY"," ## Provisional","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","051","DICKENSON COUNTY"," ## Provisional","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"BARRY","LEE","WHITT","","1","Independent","0","051","DICKENSON COUNTY"," ## Provisional","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"DANIEL","JAYNES","JARSTFER","","0","Independent","0","051","DICKENSON COUNTY"," ## Provisional","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"DENNIS","EDWARD","REEDY","","0","Independent","0","051","DICKENSON COUNTY"," ## Provisional","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","2","Democrat","0","051","DICKENSON COUNTY"," ## Provisional","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","1","Republican","0","051","DICKENSON COUNTY"," ## Provisional","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","CLAUDE","OWENS","","0","Independent","0","051","DICKENSON COUNTY"," ## Provisional","HAYSI","Member Town Council - Special","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","0","Democrat","0","051","DICKENSON COUNTY"," ## Provisional","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","0","Independent","0","051","DICKENSON COUNTY"," ## Provisional","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","2","Republican","0","051","DICKENSON COUNTY"," ## Provisional","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","3","","1","051","DICKENSON COUNTY","101 - SOUTH CLINTWOOD","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","4","","1","051","DICKENSON COUNTY","101 - SOUTH CLINTWOOD","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","584","Democrat","0","051","DICKENSON COUNTY","101 - SOUTH CLINTWOOD","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","448","Republican","0","051","DICKENSON COUNTY","101 - SOUTH CLINTWOOD","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","EDWARD","MONAHAN","","468","Democrat","0","051","DICKENSON COUNTY","101 - SOUTH CLINTWOOD","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
"jeremiah","david","heaton","","16","Independent","0","051","DICKENSON COUNTY","101 - SOUTH CLINTWOOD","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"MICHAEL","LEE","YATES","","564","Republican","0","051","DICKENSON COUNTY","101 - SOUTH CLINTWOOD","DICKENSON COUNTY","Commissioner of Revenue","","General","11/2/2010 12:00:00 AM","2010 November General"
