"FirstName","MiddleName","LastName","Suffix","TOTAL_VOTES","Party","WriteInVote","LOCALITY_CODE","LocalityName","PrecinctName","Jurisdiction","OfficeTitle","DistrictType","ElectionType","ELECTION_DATE","ElectionName"
"THOMAS","STUART PRICE","PERRIELLO","","543","Democrat","0","003","ALBEMARLE COUNTY","304 - EAST IVY","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","003","ALBEMARLE COUNTY","305 - COUNTRY GREEN","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","7","Independent","0","003","ALBEMARLE COUNTY","305 - COUNTRY GREEN","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","474","Republican","0","003","ALBEMARLE COUNTY","305 - COUNTRY GREEN","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","712","Democrat","0","003","ALBEMARLE COUNTY","305 - COUNTRY GREEN","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","003","ALBEMARLE COUNTY","401 - SCOTTSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","8","Independent","0","003","ALBEMARLE COUNTY","401 - SCOTTSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","435","Republican","0","003","ALBEMARLE COUNTY","401 - SCOTTSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","415","Democrat","0","003","ALBEMARLE COUNTY","401 - SCOTTSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","003","ALBEMARLE COUNTY","402 - MONTICELLO","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","11","Independent","0","003","ALBEMARLE COUNTY","402 - MONTICELLO","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","396","Republican","0","003","ALBEMARLE COUNTY","402 - MONTICELLO","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","343","Democrat","0","003","ALBEMARLE COUNTY","402 - MONTICELLO","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","003","ALBEMARLE COUNTY","403 - PORTERS","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","14","Independent","0","003","ALBEMARLE COUNTY","403 - PORTERS","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","250","Republican","0","003","ALBEMARLE COUNTY","403 - PORTERS","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","554","Democrat","0","003","ALBEMARLE COUNTY","403 - PORTERS","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","003","ALBEMARLE COUNTY","405 - CALE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","28","Independent","0","003","ALBEMARLE COUNTY","405 - CALE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","658","Republican","0","003","ALBEMARLE COUNTY","405 - CALE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","1562","Democrat","0","003","ALBEMARLE COUNTY","405 - CALE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","003","ALBEMARLE COUNTY","406 - STONE ROBINSON","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","15","Independent","0","003","ALBEMARLE COUNTY","406 - STONE ROBINSON","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","1002","Republican","0","003","ALBEMARLE COUNTY","406 - STONE ROBINSON","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","765","Democrat","0","003","ALBEMARLE COUNTY","406 - STONE ROBINSON","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","003","ALBEMARLE COUNTY","501 - KESWICK","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","5","Independent","0","003","ALBEMARLE COUNTY","501 - KESWICK","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","354","Republican","0","003","ALBEMARLE COUNTY","501 - KESWICK","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","431","Democrat","0","003","ALBEMARLE COUNTY","501 - KESWICK","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","003","ALBEMARLE COUNTY","502 - STONY POINT","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","19","Independent","0","003","ALBEMARLE COUNTY","502 - STONY POINT","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","449","Republican","0","003","ALBEMARLE COUNTY","502 - STONY POINT","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","417","Democrat","0","003","ALBEMARLE COUNTY","502 - STONY POINT","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","3","","1","003","ALBEMARLE COUNTY","503 - HOLLYMEAD","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","38","Independent","0","003","ALBEMARLE COUNTY","503 - HOLLYMEAD","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","1308","Republican","0","003","ALBEMARLE COUNTY","503 - HOLLYMEAD","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","1436","Democrat","0","003","ALBEMARLE COUNTY","503 - HOLLYMEAD","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","003","ALBEMARLE COUNTY","504 - FREE BRIDGE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","16","Independent","0","003","ALBEMARLE COUNTY","504 - FREE BRIDGE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","773","Republican","0","003","ALBEMARLE COUNTY","504 - FREE BRIDGE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","1149","Democrat","0","003","ALBEMARLE COUNTY","504 - FREE BRIDGE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","003","ALBEMARLE COUNTY","505 - BURNLEY","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","9","Independent","0","003","ALBEMARLE COUNTY","505 - BURNLEY","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","371","Republican","0","003","ALBEMARLE COUNTY","505 - BURNLEY","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","470","Democrat","0","003","ALBEMARLE COUNTY","505 - BURNLEY","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","003","ALBEMARLE COUNTY","601 - CROZET","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","38","Independent","0","003","ALBEMARLE COUNTY","601 - CROZET","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","910","Republican","0","003","ALBEMARLE COUNTY","601 - CROZET","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","1227","Democrat","0","003","ALBEMARLE COUNTY","601 - CROZET","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","003","ALBEMARLE COUNTY","602 - FREE UNION","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","13","Independent","0","003","ALBEMARLE COUNTY","602 - FREE UNION","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","382","Republican","0","003","ALBEMARLE COUNTY","602 - FREE UNION","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","446","Democrat","0","003","ALBEMARLE COUNTY","602 - FREE UNION","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","003","ALBEMARLE COUNTY","603 - EARLYSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","24","Independent","0","003","ALBEMARLE COUNTY","603 - EARLYSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","962","Republican","0","003","ALBEMARLE COUNTY","603 - EARLYSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","918","Democrat","0","003","ALBEMARLE COUNTY","603 - EARLYSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","003","ALBEMARLE COUNTY","604 - BROWNSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","21","Independent","0","003","ALBEMARLE COUNTY","604 - BROWNSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","859","Republican","0","003","ALBEMARLE COUNTY","604 - BROWNSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","1118","Democrat","0","003","ALBEMARLE COUNTY","604 - BROWNSVILLE","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","0","","1","003","ALBEMARLE COUNTY","605 - YELLOW MOUNTAIN","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JEFFERY","AARON","CLARK","","10","Independent","0","003","ALBEMARLE COUNTY","605 - YELLOW MOUNTAIN","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ROBERT","","HURT","","176","Republican","0","003","ALBEMARLE COUNTY","605 - YELLOW MOUNTAIN","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"THOMAS","STUART PRICE","PERRIELLO","","219","Democrat","0","003","ALBEMARLE COUNTY","605 - YELLOW MOUNTAIN","05","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"CARL","DAVID","BRINKLEY","","17","Independent","0","005","ALLEGHANY COUNTY"," # AB - Central Absentee Precinct","CLIFTON FORGE","Member Town Council - Clifton Forge","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"DONALD","VANBUREN","CARTER","","16","Independent","0","005","ALLEGHANY COUNTY"," # AB - Central Absentee Precinct","CLIFTON FORGE","Member Town Council - Clifton Forge","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"FREDERICK","CARLYLE","BOUCHER","","45","Democrat","0","005","ALLEGHANY COUNTY"," # AB - Central Absentee Precinct","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"GAYLE","SPEARMAN","HILLERT","","10","Independent","0","005","ALLEGHANY COUNTY"," # AB - Central Absentee Precinct","CLIFTON FORGE","Member Town Council - Clifton Forge","Town","General","11/2/2010 12:00:00 AM","2010 November General"
"Howard","Morgan","Griffith","","47","Republican","0","005","ALLEGHANY COUNTY"," # AB - Central Absentee Precinct","09","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","NEFF","HOUFF","","12","Independent","0","005","ALLEGHANY COUNTY"," # AB - Central Absentee Precinct","CLIFTON FORGE","Member Town Council - Clifton Forge","Town","General","11/2/2010 12:00:00 AM","2010 November General"
